id,lon,lat,age,weight,rainfall,label
21484,31.9341794,-25.11497528,15,1500,61,1
21411,31.93166826,-25.11497008,36,3600,348,1
7103,31.40365393,-25.11494724,36,3600,338,1
7101,31.40167336,-25.11494187,34,3400,260,1
7100,31.40068339,-25.11489019,18,1800,148,1
26457,31.7031543,-25.1148567,20,2000,289,1
27354,31.36897367,-25.11484801,8,800,239,1
7099,31.39969343,-25.11483851,36,3600,63,1
7098,31.39870346,-25.11478682,40,4000,144,1
7261,31.9307099,-25.11473866,12,1200,306,1
7377,31.9307099,-25.11473866,15,1500,209,1
21410,31.9307099,-25.11473866,37,3700,278,1
27505,31.9307099,-25.11473866,33,3300,147,1
7097,31.3977135,-25.11473513,23,2300,66,1
7104,31.40461297,-25.11473455,31,3100,146,1
7096,31.39672354,-25.11468343,31,3100,117,1
7376,31.93074739,-25.11466977,5,500,256,1
7156,31.49015652,-25.11463877,18,1800,28,1
7094,31.39573358,-25.11463172,11,1100,234,1
7095,31.39573358,-25.11463172,9,900,306,1
7093,31.39531716,-25.11461341,10,1000,193,1
7092,31.3943267,-25.11457046,13,1300,265,1
6169,31.91070768,-25.11455363,8,800,346,1
21485,31.93503987,-25.11452944,11,1100,66,1
7091,31.39333623,-25.11452751,22,2200,92,1
25159,31.21297767,-25.1145246,37,3700,178,1
27355,31.36989216,-25.11450785,19,1900,253,1
27504,31.92990124,-25.11447681,1,100,233,1
23343,31.60421792,-25.11446927,16,1600,116,1
7090,31.39235093,-25.11444515,19,1900,181,1
114,32.0076823,-25.11442244,35,3500,157,0
26456,31.70397063,-25.11434732,41,4100,249,1
7105,31.40549269,-25.11432048,30,3000,279,1
7040,31.35552737,-25.11428137,19,1900,57,1
23366,31.59031861,-25.11427955,41,4100,254,1
7089,31.39139038,-25.11422634,25,2500,52,1
23205,31.54303346,-25.11421313,11,1100,189,1
27090,31.23295763,-25.1141882,23,2300,210,1
27356,31.37081066,-25.11416768,32,3200,222,1
27503,31.92899336,-25.11411387,30,3000,230,1
25160,31.21375733,-25.11396744,5,500,84,1
6168,31.90998669,-25.11393361,1,100,228,1
21486,31.93576426,-25.11391271,22,2200,248,1
7088,31.39046264,-25.11390813,6,600,211,1
7106,31.40634085,-25.11385279,26,2600,314,1
7375,31.93115198,-25.11384696,2,200,192,1
7155,31.4897049,-25.113835,17,1700,35,1
27357,31.37172914,-25.1138275,25,2500,269,1
27502,31.9280885,-25.11374425,22,2200,311,1
26455,31.70470082,-25.11373786,14,1400,295,1
23344,31.60413852,-25.1135693,6,600,143,1
23367,31.59090124,-25.11355048,26,2600,220,1
7041,31.35609466,-25.11354165,9,900,291,1
7087,31.38955966,-25.11353581,10,1000,55,1
27358,31.37264567,-25.11348305,2,200,250,1
27501,31.92717073,-25.11340233,26,2600,339,1
25161,31.21451606,-25.11338697,34,3400,90,1
7107,31.407189,-25.1133851,33,3300,126,1
23206,31.5433185,-25.11334857,27,2700,234,1
27089,31.23270954,-25.11331418,17,1700,229,1
6167,31.90927821,-25.1133026,4,400,53,1
21487,31.93648865,-25.11329597,36,3600,270,1
27359,31.37355821,-25.11312987,30,3000,43,1
7086,31.38869175,-25.11310186,12,1200,316,1
26454,31.70539131,-25.11308978,22,2200,189,1
27500,31.92624993,-25.11306694,14,1400,339,1
7154,31.48920985,-25.11305281,19,1900,72,1
7374,31.93129039,-25.11295667,8,800,183,1
7108,31.40803715,-25.11291739,8,800,119,1
7042,31.35672742,-25.11284657,17,1700,342,1
27365,31.37934032,-25.11282979,39,3900,250,1
27366,31.37964967,-25.11282891,1,100,268,1
27367,31.37964967,-25.11282891,34,3400,143,1
27368,31.38064114,-25.11281615,29,2900,104,1
23368,31.59146477,-25.11280756,12,1200,128,1
27364,31.37834995,-25.11280099,10,1000,322,1
25162,31.21524929,-25.11277943,10,1000,272,1
27360,31.37447075,-25.11277668,41,4100,70,1
27369,31.38163068,-25.11276857,7,700,275,1
27499,31.92532914,-25.11273154,35,3500,316,1
27370,31.38261851,-25.11269039,5,500,41,1
27363,31.37736829,-25.11268463,15,1500,244,1
23345,31.60398299,-25.11267828,40,4000,114,1
21488,31.93720088,-25.11266814,12,1200,148,1
6166,31.9086236,-25.11262429,11,1100,229,1
7085,31.3878711,-25.11259537,29,2900,106,1
27371,31.38360172,-25.11257343,32,3200,99,1
27362,31.3763945,-25.11251446,14,1400,305,1
27361,31.37540856,-25.11249606,6,600,85,1
23207,31.54360982,-25.11248555,4,400,297,1
7109,31.40888529,-25.11244969,29,2900,75,1
27088,31.23246145,-25.11244015,30,3000,73,1
27372,31.38457978,-25.11242539,26,2600,195,1
26453,31.70605738,-25.11242117,29,2900,345,1
27498,31.92440835,-25.11239613,27,2700,265,1
23614,31.3851916,-25.11232228,40,4000,233,1
27373,31.3851916,-25.11232228,4,400,215,1
7153,31.48871191,-25.11227205,19,1900,129,1
7043,31.35743335,-25.11221293,25,2500,220,1
23369,31.59210317,-25.11211966,4,400,100,1
7373,31.93105046,-25.11209296,32,3200,214,1
25163,31.21588132,-25.11208539,17,1700,194,1
7071,31.38705364,-25.1120844,25,2500,100,1
7084,31.38705364,-25.1120844,24,2400,273,1
27497,31.92348269,-25.1120722,8,800,246,1
23615,31.38612173,-25.11202183,23,2300,334,1
21489,31.93788018,-25.11201024,9,900,19,1
23616,31.38616873,-25.11200258,18,1800,33,1
23617,31.38616873,-25.11200258,5,500,145,1
7110,31.40973342,-25.11198198,8,800,206,1
6165,31.90796898,-25.11194598,10,1000,104,1
23346,31.60367582,-25.11182163,2,200,245,1
27496,31.9225535,-25.1117566,11,1100,260,1
7070,31.38654019,-25.11174965,24,2400,71,1
7083,31.38654019,-25.11174965,31,3100,291,1
23618,31.38654019,-25.11174965,26,2600,299,1
26452,31.70657821,-25.11165475,32,3200,297,1
7044,31.35818225,-25.11162274,41,4100,129,1
23208,31.54383591,-25.11160771,39,3900,280,1
27087,31.23221337,-25.11156612,9,900,32,1
7111,31.41058155,-25.11151426,36,3600,130,1
7152,31.48819196,-25.11150341,21,2100,168,1
23370,31.59280455,-25.1114814,8,800,183,1
27495,31.92162431,-25.11144099,4,400,318,1
23163,31.54387015,-25.1113597,22,2200,251,1
23209,31.54387015,-25.1113597,8,800,260,1
21490,31.93853695,-25.11133435,4,400,232,1
7372,31.93057252,-25.11130268,7,700,123,1
25164,31.21635585,-25.1112967,14,1400,285,1
7081,31.38585575,-25.11127505,18,1800,71,1
7082,31.38585575,-25.11127505,8,800,101,1
6164,31.90731438,-25.11126766,29,2900,190,1
7080,31.38578247,-25.11122458,10,1000,255,1
27494,31.92068724,-25.11114555,3,300,236,1
7045,31.3589877,-25.11109743,11,1100,84,1
7112,31.41142967,-25.11104654,3,300,191,1
23347,31.60329093,-25.11098964,11,1100,247,1
26451,31.70705358,-25.11086235,37,3700,271,1
27493,31.91974821,-25.11085509,24,2400,116,1
23371,31.59348834,-25.11082845,41,4100,55,1
7151,31.48766464,-25.11073882,41,4100,270,1
27086,31.23196529,-25.1106921,18,1800,237,1
7079,31.3849916,-25.11068003,37,3700,184,1
7046,31.35985187,-25.11065768,31,3100,216,1
21491,31.93916549,-25.11063589,15,1500,312,1
6163,31.90665979,-25.11058934,32,3200,246,1
7113,31.41227779,-25.11057881,33,3300,146,1
27491,31.91880919,-25.11056463,31,3100,41,1
27492,31.91880919,-25.11056463,38,3800,223,1
7371,31.93000802,-25.11056093,10,1000,164,1
23164,31.54390664,-25.11045826,25,2500,296,1
25165,31.21660034,-25.11042469,37,3700,92,1
7047,31.3607866,-25.11035904,31,3100,168,1
26450,31.70772622,-25.11022315,39,3900,77,1
27490,31.91880912,-25.11021176,40,4000,79,1
23348,31.60290267,-25.11015885,1,100,98,1
7048,31.36174809,-25.11013847,34,3400,248,1
7078,31.38420075,-25.11013547,7,700,213,1
7114,31.4131248,-25.11010944,7,700,127,1
23372,31.59402683,-25.11008303,22,2200,244,1
7150,31.48720985,-25.10993821,8,800,13,1
21492,31.93979403,-25.10993743,22,2200,221,1
6162,31.9060052,-25.10991102,3,300,30,1
7049,31.36269305,-25.10986804,5,500,138,1
26449,31.7086253,-25.10985157,24,2400,242,1
7370,31.92940835,-25.10984189,31,3100,17,1
27085,31.23171721,-25.10981807,30,3000,146,1
7115,31.41395264,-25.10961403,10,1000,111,1
7077,31.38340989,-25.10959091,8,800,341,1
23165,31.5439062,-25.10955608,38,3800,274,1
25166,31.21670859,-25.10952887,35,3500,53,1
7050,31.36359955,-25.10950539,13,1300,168,1
23349,31.60252711,-25.1093233,19,1900,223,1
27489,31.91880268,-25.109309,17,1700,311,1
26448,31.70934582,-25.10924182,18,1800,181,1
21493,31.94042255,-25.10923896,25,2500,263,1
6161,31.90535062,-25.1092327,26,2600,262,1
23373,31.59415499,-25.10919568,32,3200,264,1
7369,31.92879416,-25.10913293,33,3300,110,1
7149,31.48685483,-25.10909834,5,500,98,1
7076,31.38261905,-25.10904634,16,1600,312,1
7116,31.4146797,-25.10900264,30,3000,335,1
7051,31.36441284,-25.10898952,9,900,331,1
27084,31.23148205,-25.10894124,10,1000,82,1
23166,31.54381895,-25.10865673,28,2800,327,1
25167,31.21671056,-25.10862722,33,3300,238,1
7368,31.92798296,-25.10862371,38,3800,152,1
26447,31.710036,-25.10859436,7,700,320,1
6160,31.90469604,-25.10855437,2,200,147,1
21494,31.94105107,-25.10854049,40,4000,257,1
7075,31.3818032,-25.10853372,15,1500,18,1
23350,31.60217484,-25.10847993,35,3500,280,1
7052,31.36522386,-25.10847016,12,1200,342,1
27488,31.91857577,-25.10843541,31,3100,297,1
7367,31.92701845,-25.10841369,37,3700,310,1
23374,31.59399054,-25.1083099,40,4000,299,1
7117,31.41524788,-25.10826817,10,1000,123,1
7148,31.48693352,-25.10820539,4,400,156,1
7074,31.3809037,-25.10815668,23,2300,112,1
7366,31.92607722,-25.10813915,40,4000,285,1
26446,31.7108454,-25.10807526,32,3200,87,1
27083,31.23133817,-25.1080531,29,2900,87,1
7053,31.36606319,-25.10799009,40,4000,345,1
7073,31.37993694,-25.10796424,17,1700,223,1
21495,31.94163814,-25.10788752,2,200,129,1
21496,31.94163814,-25.10788752,15,1500,10,1
6159,31.90404147,-25.10787604,30,3000,12,1
25168,31.2170068,-25.10780169,11,1100,29,1
7069,31.37896332,-25.10779348,13,1300,46,1
7072,31.37896332,-25.10779348,32,3200,277,1
7067,31.37876339,-25.10776378,36,3600,41,1
7068,31.37876339,-25.10776378,41,4100,148,1
23167,31.54373171,-25.10775738,23,2300,73,1
7066,31.37851324,-25.10772015,7,700,170,1
26445,31.71174928,-25.10771135,5,500,67,1
23799,31.50894497,-25.10768179,34,3400,36,1
23800,31.50993595,-25.1076701,9,900,265,1
23798,31.50795365,-25.10766124,34,3400,85,1
23797,31.50696233,-25.10764069,24,2400,64,1
23796,31.50597102,-25.10762013,36,3600,244,1
23351,31.60190444,-25.10761128,17,1700,337,1
23787,31.49705175,-25.10761051,7,700,330,1
23795,31.5049797,-25.10759956,22,2200,192,1
23788,31.49804313,-25.10759293,3,300,137,1
27487,31.91825883,-25.10758002,6,600,138,1
23794,31.50398839,-25.10757898,4,400,36,1
23789,31.49903452,-25.10757535,20,2000,295,1
23792,31.50200588,-25.10756716,12,1200,25,1
23793,31.50299707,-25.1075584,6,600,257,1
23786,31.49606906,-25.1075565,4,400,232,1
7065,31.37753942,-25.10755032,21,2100,341,1
23791,31.50101514,-25.10754556,22,2200,146,1
23790,31.50002467,-25.10752788,18,1800,330,1
7054,31.3669095,-25.10751973,35,3500,44,1
7365,31.925399,-25.10751651,9,900,283,1
23375,31.59364398,-25.10746656,13,1300,187,1
7118,31.41559603,-25.10742641,4,400,46,1
25169,31.21789079,-25.10740306,34,3400,134,1
7064,31.37656362,-25.10739154,22,2200,35,1
26444,31.71267116,-25.10737868,13,1300,173,1
7147,31.48726619,-25.10735934,16,1600,268,1
282,31.56505673,-25.10729848,19,1900,30,0
7063,31.37558088,-25.10727171,32,3200,308,1
23785,31.49515254,-25.10721591,19,1900,155,1
6158,31.90338691,-25.10719771,31,3100,39,1
23801,31.51075835,-25.107197,7,700,331,1
21497,31.94226248,-25.10718596,31,3100,135,1
27082,31.23145765,-25.10715714,24,2400,269,1
7062,31.37459813,-25.10715187,36,3600,177,1
25170,31.21882291,-25.10709692,6,600,143,1
7055,31.36775714,-25.10705184,2,200,75,1
7061,31.37361539,-25.10703202,2,200,288,1
26443,31.71357804,-25.1070147,3,300,164,1
7060,31.37263209,-25.10691618,19,1900,111,1
23784,31.49423002,-25.1068862,29,2900,184,1
25171,31.21977896,-25.1068596,1,100,93,1
23168,31.54368363,-25.10685599,27,2700,54,1
7059,31.37164798,-25.10680602,10,1000,153,1
7056,31.36869647,-25.10677017,30,3000,109,1
27486,31.91792272,-25.1067305,18,1800,267,1
23352,31.60182214,-25.10671194,36,3600,271,1
7058,31.37066388,-25.10669586,6,600,20,1
25172,31.22074883,-25.10667306,2,200,57,1
7364,31.92512339,-25.10665719,39,3900,342,1
7057,31.36967536,-25.10665082,34,3400,339,1
23376,31.59326811,-25.10663251,12,1200,245,1
7146,31.48784591,-25.10662691,27,2700,52,1
23802,31.51151706,-25.10661571,13,1300,230,1
25173,31.22173205,-25.10656409,24,2400,104,1
7119,31.4157705,-25.10653769,19,1900,245,1
6157,31.90271417,-25.10653531,29,2900,245,1
23783,31.49333368,-25.106508,17,1700,142,1
25174,31.22272116,-25.10650229,19,1900,188,1
21498,31.94288682,-25.10648439,37,3700,323,1
26442,31.71434793,-25.10645769,33,3300,313,1
25175,31.22371035,-25.1064414,6,600,245,1
25176,31.22469954,-25.1063805,3,300,169,1
27081,31.23165936,-25.10627334,12,1200,83,1
25177,31.22566734,-25.10620925,38,3800,242,1
23803,31.51227576,-25.10603441,9,900,190,1
6156,31.90192981,-25.10598683,24,2400,22,1
23781,31.49253377,-25.10597732,8,800,166,1
23782,31.49253377,-25.10597732,35,3500,174,1
23169,31.54373853,-25.10595714,2,200,212,1
27485,31.91758662,-25.10588098,23,2300,29,1
7145,31.48825806,-25.10581123,6,600,38,1
23353,31.60182614,-25.10581108,8,800,345,1
25178,31.22655273,-25.10581032,9,900,80,1
21499,31.94351115,-25.10578283,27,2700,130,1
7363,31.92501823,-25.10575932,23,2300,288,1
26441,31.71496901,-25.10575559,3,300,166,1
23377,31.59307418,-25.10574838,1,100,39,1
7120,31.41595892,-25.10565144,40,4000,174,1
23804,31.51310008,-25.10554022,19,1900,205,1
6155,31.90111271,-25.10547516,31,3100,87,1
23780,31.49180406,-25.10545895,34,3400,250,1
27080,31.23188116,-25.10539371,28,2800,199,1
25179,31.22737523,-25.10530626,31,3100,211,1
23805,31.51400745,-25.10518349,27,2700,339,1
23170,31.54398409,-25.10508376,38,3800,184,1
21500,31.94413548,-25.10508126,29,2900,323,1
7163,31.51457171,-25.10503765,18,1800,338,1
23806,31.51457171,-25.10503765,21,2100,127,1
25040,31.51457171,-25.10503765,2,200,310,1
27484,31.91725052,-25.10503146,32,3200,97,1
26440,31.71552245,-25.10500638,26,2600,146,1
6154,31.90027541,-25.10499273,10,1000,221,1
7144,31.48828489,-25.10491901,17,1700,69,1
23354,31.60194088,-25.10491427,20,2000,311,1
23779,31.49102229,-25.10490359,27,2700,231,1
7362,31.92491306,-25.10486144,25,2500,162,1
23378,31.59293619,-25.10485595,25,2500,255,1
25180,31.22818613,-25.10478933,6,600,220,1
7121,31.41618953,-25.10477391,9,900,281,1
7164,31.51550515,-25.10474226,19,1900,226,1
6153,31.89941514,-25.10454356,23,2300,220,1
27079,31.23208678,-25.10451113,12,1200,54,1
21501,31.94476091,-25.10438052,28,2800,131,1
23778,31.49024054,-25.10434822,14,1400,234,1
25039,31.51446581,-25.10433818,3,300,274,1
25181,31.22903688,-25.10432579,20,2000,268,1
7165,31.51635343,-25.10428508,41,4100,292,1
23171,31.54440147,-25.10426898,12,1200,103,1
26438,31.71607588,-25.10425718,36,3600,328,1
26439,31.71607588,-25.10425718,24,2400,257,1
27483,31.91691442,-25.10418193,41,4100,157,1
818,31.98159188,-25.1041807,30,3000,18,0
6152,31.89855487,-25.10409438,25,2500,286,1
7143,31.48815069,-25.1040312,39,3900,190,1
23355,31.60205561,-25.10401746,6,600,222,1
7361,31.9248079,-25.10396357,12,1200,76,1
23379,31.59292003,-25.10395347,40,4000,118,1
7122,31.41648359,-25.10391201,14,1400,32,1
25182,31.22988109,-25.1038526,29,2900,185,1
26437,31.71642025,-25.10380123,32,3200,248,1
23777,31.48945879,-25.10379286,10,1000,63,1
7166,31.51710626,-25.10369751,17,1700,312,1
21502,31.94539274,-25.10368455,37,3700,60,1
6151,31.89769461,-25.10364519,39,3900,188,1
25190,31.23212171,-25.1036326,7,700,305,1
27078,31.23212171,-25.1036326,17,1700,343,1
25189,31.23211495,-25.10361964,1,100,328,1
23172,31.54492677,-25.10350324,9,900,190,1
25038,31.51447893,-25.10343639,7,700,43,1
25183,31.23071847,-25.1033693,8,800,339,1
27482,31.91657833,-25.10333241,39,3900,335,1
7142,31.48865686,-25.10326242,31,3100,227,1
23776,31.48865686,-25.10326242,27,2700,112,1
28034,31.48865686,-25.10326242,1,100,241,1
26436,31.71719802,-25.10325484,18,1800,238,1
7123,31.41707195,-25.10320494,27,2700,74,1
6150,31.89683435,-25.103196,22,2200,243,1
679,30.9681738,-25.10319064,2,200,322,0
23356,31.60215189,-25.1031194,23,2300,13,1
7360,31.92466068,-25.10307077,21,2100,46,1
23380,31.59301765,-25.10305711,37,3700,48,1
7167,31.51779342,-25.10304673,15,1500,45,1
21503,31.94602456,-25.10298857,12,1200,290,1
25184,31.23155585,-25.102886,1,100,215,1
25185,31.2315868,-25.1028665,16,1600,178,1
25186,31.2315868,-25.1028665,18,1800,18,1
25188,31.2315868,-25.1028665,34,3400,55,1
28033,31.48800808,-25.10286373,32,3200,168,1
7124,31.41795342,-25.10280763,4,400,350,1
6149,31.89594551,-25.10279662,24,2400,68,1
7125,31.41808786,-25.10278193,27,2700,69,1
7126,31.41808786,-25.10278193,24,2400,333,1
26435,31.71802842,-25.10276199,1,100,280,1
23173,31.54545207,-25.10273749,12,1200,168,1
7127,31.41905097,-25.10256744,4,400,84,1
25037,31.51454334,-25.10253545,27,2700,348,1
27481,31.91624224,-25.10248289,23,2300,184,1
6148,31.89504209,-25.10242849,38,3800,163,1
26601,31.72992189,-25.1024124,32,3200,141,1
26602,31.72893058,-25.10240763,26,2600,280,1
7168,31.51847941,-25.10239484,41,4100,246,1
28032,31.48717039,-25.10238257,22,2200,256,1
26603,31.72793998,-25.10237544,27,2700,230,1
7128,31.42001801,-25.10236868,14,1400,139,1
26600,31.73091149,-25.10235915,29,2900,210,1
24271,31.23236958,-25.10233232,20,2000,319,1
25187,31.23236958,-25.10233232,26,2600,300,1
26604,31.72695113,-25.10230819,26,2600,261,1
26434,31.71887833,-25.10230145,8,800,315,1
26613,31.71887833,-25.10230145,24,2400,139,1
21504,31.94665638,-25.1022926,33,3300,345,1
23357,31.60218418,-25.102217,24,2400,209,1
7359,31.92435945,-25.10221469,33,3300,270,1
26605,31.72596543,-25.10221009,29,2900,24,1
6147,31.89408013,-25.1022092,31,3100,307,1
23381,31.59331031,-25.10219591,37,3700,293,1
26599,31.73188275,-25.10218912,3,300,40,1
26612,31.71915816,-25.10218315,3,300,72,1
7129,31.42098826,-25.10218279,38,3800,158,1
26606,31.72497988,-25.10211043,28,2800,265,1
6146,31.8931027,-25.10205911,23,2300,51,1
26607,31.72399434,-25.10201076,33,3300,51,1
28031,31.4862727,-25.10200254,13,1300,126,1
7130,31.42195851,-25.1019969,39,3900,187,1
23638,31.45841157,-25.10198653,38,3800,37,1
26598,31.73284453,-25.1019702,15,1500,346,1
23637,31.45742155,-25.10196626,27,2700,165,1
23174,31.54593585,-25.10195076,8,800,210,1
23635,31.45643062,-25.10193523,19,1900,128,1
23636,31.45643062,-25.10193523,33,3300,221,1
23634,31.45592056,-25.10191927,33,3300,177,1
6145,31.8921231,-25.10191875,30,3000,277,1
26608,31.7230088,-25.10191108,21,2100,242,1
23633,31.45492964,-25.10188826,3,300,240,1
26611,31.72008852,-25.10187931,30,3000,227,1
23632,31.45393872,-25.10185724,27,2700,39,1
23631,31.4529478,-25.10182621,11,1100,337,1
7131,31.42292876,-25.101811,29,2900,108,1
23630,31.45195688,-25.10179518,8,800,350,1
24272,31.23316293,-25.10179094,15,1500,180,1
6144,31.89114351,-25.10177837,18,1800,324,1
26609,31.72202967,-25.10177809,19,1900,347,1
26597,31.73381323,-25.10177728,18,1800,18,1
23629,31.45096596,-25.10176414,23,2300,145,1
28030,31.48532247,-25.10174942,15,1500,70,1
7169,31.51916539,-25.10174294,29,2900,148,1
23628,31.44997532,-25.10172672,39,3900,59,1
25036,31.51489208,-25.10172075,8,800,225,1
23639,31.45934451,-25.10169801,9,900,11,1
23640,31.45934583,-25.10169739,7,700,36,1
23641,31.45934583,-25.10169739,18,1800,24,1
26610,31.72104825,-25.10169623,25,2500,104,1
23627,31.44898487,-25.10168518,13,1300,137,1
23626,31.44799442,-25.10164364,14,1400,117,1
28029,31.48433924,-25.10164215,40,4000,161,1
6143,31.89016392,-25.10163799,15,1500,331,1
27480,31.91590616,-25.10163336,24,2400,196,1
7132,31.42389901,-25.1016251,19,1900,123,1
23625,31.44700397,-25.10160209,35,3500,116,1
21505,31.94728819,-25.10159662,41,4100,213,1
23624,31.44601352,-25.10156053,22,2200,199,1
23623,31.44502307,-25.10151897,19,1900,24,1
28028,31.48335755,-25.10151795,38,3800,203,1
26596,31.73475821,-25.1015109,18,1800,341,1
6142,31.88918433,-25.10149761,36,3600,68,1
7358,31.92377653,-25.10149,21,2100,191,1
7133,31.42465628,-25.10148,10,1000,169,1
23654,31.42465628,-25.10148,16,1600,15,1
23622,31.44403262,-25.1014774,14,1400,181,1
23621,31.44304217,-25.10143582,6,600,243,1
23620,31.44205172,-25.10139424,23,2300,257,1
28027,31.48237856,-25.10137493,37,3700,115,1
23382,31.59370355,-25.10136968,39,3900,53,1
6141,31.88820474,-25.10135722,32,3200,56,1
6257,31.88820474,-25.10135722,29,2900,136,1
6256,31.88810604,-25.10134325,25,2500,18,1
7141,31.4410635,-25.10134094,31,3100,132,1
23619,31.4410635,-25.10134094,40,4000,191,1
23358,31.60230259,-25.10132109,5,500,19,1
23655,31.42562573,-25.1012907,16,1600,215,1
23642,31.46022715,-25.10128374,39,3900,337,1
24273,31.23395627,-25.10124955,38,3800,44,1
28026,31.48139957,-25.1012319,18,1800,117,1
6255,31.88712604,-25.10120526,14,1400,142,1
26595,31.73567325,-25.10116301,18,1800,95,1
23175,31.54629748,-25.10111107,9,900,68,1
23656,31.42659518,-25.10110138,27,2700,286,1
7170,31.51985137,-25.10109103,6,600,254,1
28025,31.48042058,-25.10108887,24,2400,141,1
6254,31.88614604,-25.10106726,4,400,92,1
23657,31.42683342,-25.10105485,35,3500,28,1
23658,31.42683342,-25.10105485,11,1100,179,1
7140,31.44015078,-25.10105177,24,2400,219,1
23643,31.46080742,-25.10101138,6,600,221,1
23644,31.46080742,-25.10101138,4,400,280,1
6253,31.88516605,-25.10092926,17,1700,113,1
7357,31.92300527,-25.1009257,4,400,295,1
21506,31.94791999,-25.10090063,33,3300,244,1
26594,31.73661824,-25.10089102,36,3600,171,1
25035,31.51460493,-25.10086783,5,500,327,1
23659,31.42780287,-25.10086555,32,3200,228,1
28024,31.47947128,-25.10083499,39,3900,29,1
27479,31.91557008,-25.10078383,26,2600,322,1
6252,31.88418885,-25.10077807,35,3500,116,1
7139,31.43923169,-25.10071309,41,4100,164,1
24274,31.23474961,-25.10070815,11,1100,324,1
23660,31.42877231,-25.10067624,6,600,27,1
23645,31.46168875,-25.10059776,41,4100,231,1
26593,31.7375496,-25.10058211,20,2000,214,1
23383,31.59415413,-25.10056541,38,3800,142,1
7356,31.92211883,-25.10052825,35,3500,232,1
28023,31.47855477,-25.10049193,28,2800,348,1
23661,31.42974176,-25.10048693,10,1000,236,1
6251,31.88326169,-25.10046807,8,800,15,1
7171,31.52053735,-25.10043913,24,2400,263,1
23359,31.60243347,-25.10042611,38,3800,159,1
7138,31.43831261,-25.1003744,1,100,69,1
23662,31.4307112,-25.10029761,28,2800,74,1
23176,31.5466018,-25.10025389,35,3500,310,1
21507,31.94855685,-25.10020849,36,3600,262,1
23646,31.46257007,-25.10018413,4,400,47,1
7355,31.92120555,-25.10017779,37,3700,349,1
24275,31.23552524,-25.10014662,24,2400,58,1
7137,31.43736232,-25.1001246,1,100,19,1
26592,31.73839418,-25.10011669,7,700,55,1
23663,31.43168064,-25.10010828,7,700,105,1
28022,31.47766275,-25.10009829,15,1500,253,1
6250,31.88239418,-25.1000332,22,2200,321,1
24276,31.23569481,-25.10001479,11,1100,104,1
25117,31.23569481,-25.10001479,17,1700,145,1
7136,31.43638363,-25.09998002,25,2500,206,1
25034,31.51449645,-25.09997041,35,3500,193,1
27478,31.915234,-25.09993431,13,1300,82,1
23664,31.43265007,-25.09991895,2,200,17,1
7135,31.4354003,-25.09986616,26,2600,45,1
7172,31.52124836,-25.09981203,29,2900,220,1
23384,31.59467037,-25.09979614,16,1600,241,1
23647,31.46345138,-25.09977049,29,2900,55,1
7134,31.43441512,-25.09976457,38,3800,213,1
23666,31.43441512,-25.09976457,12,1200,308,1
23665,31.43361976,-25.09973195,31,3100,204,1
7354,31.92040059,-25.09966359,27,2700,186,1
28020,31.47681067,-25.09963664,8,800,321,1
28021,31.47681067,-25.09963664,38,3800,303,1
26591,31.73915859,-25.09954157,29,2900,320,1
28019,31.47662316,-25.09953505,6,600,265,1
23360,31.60256435,-25.09953114,37,3700,278,1
21508,31.94919478,-25.09951717,1,100,14,1
6249,31.8816008,-25.09949256,13,1300,87,1
25118,31.23644881,-25.09942864,22,2200,47,1
23177,31.54670393,-25.09935855,40,4000,297,1
23648,31.46433269,-25.09935685,29,2900,89,1
7173,31.52207188,-25.09931356,5,500,152,1
23361,31.60261416,-25.09919475,29,2900,193,1
23418,31.60261416,-25.09919475,17,1700,207,1
7174,31.52303604,-25.09911916,20,2000,94,1
27477,31.91489793,-25.09908478,4,400,331,1
25033,31.51441191,-25.0990709,30,3000,58,1
23385,31.59524675,-25.09906242,11,1100,13,1
28018,31.47581043,-25.09901833,37,3700,101,1
7175,31.52401602,-25.09899139,4,400,62,1
26590,31.73992299,-25.09896644,17,1700,303,1
23649,31.46521399,-25.09894321,10,1000,170,1
7353,31.91980975,-25.09894286,30,3000,61,1
6248,31.88084277,-25.09891059,39,3900,157,1
25119,31.23720279,-25.09884249,31,3100,203,1
21509,31.94983271,-25.09882584,30,3000,315,1
7176,31.52492005,-25.09863027,20,2000,160,1
23650,31.46609528,-25.09852956,12,1200,128,1
26589,31.74077015,-25.0985035,12,1200,85,1
28017,31.47500166,-25.09849609,29,2900,241,1
23178,31.54668269,-25.09845911,35,3500,213,1
23386,31.59592921,-25.09840892,32,3200,298,1
6247,31.88009092,-25.09832185,29,2900,237,1
23419,31.60275649,-25.09830123,3,300,347,1
25120,31.23795677,-25.09825633,39,3900,10,1
27476,31.91456187,-25.09823525,28,2800,95,1
7177,31.52578678,-25.09819181,38,3800,265,1
25032,31.51433204,-25.09817099,29,2900,257,1
21510,31.95047063,-25.09813451,23,2300,350,1
7352,31.91938861,-25.09812786,32,3200,196,1
23651,31.46697657,-25.0981159,28,2800,197,1
26588,31.7415952,-25.09801517,1,100,284,1
28016,31.4741929,-25.09797383,7,700,228,1
23387,31.59667073,-25.09780954,22,2200,39,1
7178,31.5266535,-25.09775334,30,3000,310,1
6246,31.879359,-25.09771282,30,3000,200,1
25121,31.23874149,-25.0977068,14,1400,217,1
23652,31.46785786,-25.09770224,41,4100,51,1
26587,31.74247412,-25.09767717,6,600,78,1
