OID_,Field1,cntNo,id,date,timeX,time,lat,lon,tempC,extTemp,activity,speedKm,dir,altM,cov,hdop,distM,count,fileName,insideKNP,idF,dateTime,label
3688,28558,28558,SAT2042,2017/01/04 00:00,1899/12/31 00:00:00,07:52:52,-25.075233,31.5106,23,0,0,0,0,360,2,9,413,596,SAT 2042.xlsx,Y,SAT2042,2017/01/04 00:00,0
3689,28559,28559,SAT2042,2017/01/05 00:00,1899/12/31 00:00:00,13:52:20,-25.077817,31.4867,31.5,0,0,0,0,384,2,2,2427,597,SAT 2042.xlsx,Y,SAT2042,2017/01/05 00:00,0
3690,28563,28563,SAT2042,2017/01/07 00:00,1899/12/31 00:00:00,15:52:32,-25.09495,31.4372,28,0,0,0,0,420,0,2,5343,601,SAT 2042.xlsx,Y,SAT2042,2017/01/07 00:00,0
3691,28564,28564,SAT2042,2017/01/08 00:00,1899/12/31 00:00:00,01:52:58,-25.0913,31.435533,26,0,0,0,0,417,0,2,440,602,SAT 2042.xlsx,Y,SAT2042,2017/01/08 00:00,0
3692,28567,28567,SAT2042,2017/01/08 00:00,1899/12/31 00:00:00,06:53:01,-25.089517,31.435533,21.5,0,0,0,0,401,5,4,199,605,SAT 2042.xlsx,Y,SAT2042,2017/01/08 00:00,0
3693,28569,28569,SAT2042,2017/01/08 00:00,1899/12/31 00:00:00,11:53:01,-25.092817,31.4404,24.5,0,0,0,0,415,4,2,613,607,SAT 2042.xlsx,Y,SAT2042,2017/01/08 00:00,0
3694,28572,28572,SAT2042,2017/01/09 00:00,1899/12/31 00:00:00,17:52:32,-25.08795,31.442167,31,0,0,0,0,385,5,7,570,610,SAT 2042.xlsx,Y,SAT2042,2017/01/09 00:00,0
3695,28576,28576,SAT2042,2017/01/11 00:00,1899/12/31 00:00:00,09:52:20,-25.090967,31.4387,29.5,0,0,0,0,397,1,1,485,614,SAT 2042.xlsx,Y,SAT2042,2017/01/11 00:00,0
3696,28579,28579,SAT2042,2017/01/12 00:00,1899/12/31 00:00:00,00:52:57,-25.09055,31.440483,25.5,0,0,0,0,395,3,1,186,617,SAT 2042.xlsx,Y,SAT2042,2017/01/12 00:00,1
3697,28581,28581,SAT2042,2017/01/12 00:00,1899/12/31 00:00:00,20:52:33,-25.089733,31.4402,28.5,0,0,0,0,376,0,2,95,619,SAT 2042.xlsx,Y,SAT2042,2017/01/12 00:00,0
3698,28582,28582,SAT2042,2017/01/14 00:00,1899/12/31 00:00:00,12:52:57,-25.0909,31.4388,33.5,0,0,0,0,384,0,4,192,620,SAT 2042.xlsx,Y,SAT2042,2017/01/14 00:00,0
3699,28585,28585,SAT2042,2017/01/15 00:00,1899/12/31 00:00:00,03:52:25,-25.091,31.438817,25.5,0,0,0,0,390,0,1,11,623,SAT 2042.xlsx,Y,SAT2042,2017/01/15 00:00,0
3700,28587,28587,SAT2042,2017/01/15 00:00,1899/12/31 00:00:00,23:52:31,-25.09045,31.4398,27,0,0,0,0,398,0,1,117,625,SAT 2042.xlsx,Y,SAT2042,2017/01/15 00:00,1
3701,28588,28588,SAT2042,2017/01/16 00:00,1899/12/31 00:00:00,04:53:03,-25.09015,31.43925,27.5,0,0,0,0,400,3,2,65,626,SAT 2042.xlsx,Y,SAT2042,2017/01/16 00:00,1
3702,28592,28592,SAT2042,2017/01/17 00:00,1899/12/31 00:00:00,05:52:50,-25.0911,31.438733,23.5,0,0,0,0,397,3,3,118,630,SAT 2042.xlsx,Y,SAT2042,2017/01/17 00:00,0
3703,28593,28593,SAT2042,2017/01/17 00:00,1899/12/31 00:00:00,10:53:03,-25.08745,31.439717,29,0,0,0,0,393,0,3,418,631,SAT 2042.xlsx,Y,SAT2042,2017/01/17 00:00,0
3704,28595,28595,SAT2042,2017/01/17 00:00,1899/12/31 00:00:00,15:52:56,-25.08655,31.438567,32,0,0,0,0,403,3,5,153,633,SAT 2042.xlsx,Y,SAT2042,2017/01/17 00:00,0
3705,28597,28597,SAT2042,2017/01/18 00:00,1899/12/31 00:00:00,06:52:55,-25.08855,31.43945,25,0,0,0,0,397,0,4,240,635,SAT 2042.xlsx,Y,SAT2042,2017/01/18 00:00,0
3706,28603,28603,SAT2042,2017/01/18 00:00,1899/12/31 00:00:00,16:52:50,-25.086417,31.43705,35,0,0,0,0,397,5,4,339,641,SAT 2042.xlsx,Y,SAT2042,2017/01/18 00:00,1
3707,28604,28604,SAT2042,2017/01/21 00:00,1899/12/31 00:00:00,09:52:01,-25.038233,31.447817,27,0,0,0,0,376,5,1,5472,642,SAT 2042.xlsx,Y,SAT2042,2017/01/21 00:00,0
3708,28605,28605,SAT2042,2017/01/21 00:00,1899/12/31 00:00:00,14:52:50,-25.0372,31.447117,25.5,0,0,0,0,359,0,5,135,643,SAT 2042.xlsx,Y,SAT2042,2017/01/21 00:00,1
3709,28606,28606,SAT2042,2017/01/21 00:00,1899/12/31 00:00:00,19:52:31,-25.0298,31.442283,26,0,0,0,0,358,4,2,957,644,SAT 2042.xlsx,Y,SAT2042,2017/01/21 00:00,0
3710,28607,28607,SAT2042,2017/01/22 00:00,1899/12/31 00:00:00,00:52:55,-25.025567,31.440483,26.5,0,0,0,0,349,4,3,505,645,SAT 2042.xlsx,Y,SAT2042,2017/01/22 00:00,1
3711,28608,28608,SAT2042,2017/01/22 00:00,1899/12/31 00:00:00,05:52:50,-25.0226,31.43955,25,0,0,0,0,336,5,2,343,646,SAT 2042.xlsx,Y,SAT2042,2017/01/22 00:00,1
3712,28609,28609,SAT2042,2017/01/23 00:00,1899/12/31 00:00:00,01:52:56,-25.038167,31.447,27,0,0,0,0,355,1,5,1889,647,SAT 2042.xlsx,Y,SAT2042,2017/01/23 00:00,1
3713,28610,28610,SAT2042,2017/01/23 00:00,1899/12/31 00:00:00,06:53:02,-25.03815,31.447367,29,0,0,0,0,348,1,1,37,648,SAT 2042.xlsx,Y,SAT2042,2017/01/23 00:00,1
3714,28611,28611,SAT2042,2017/01/23 00:00,1899/12/31 00:00:00,11:52:31,-25.0399,31.449,32,0,0,0,0,363,0,1,255,649,SAT 2042.xlsx,Y,SAT2042,2017/01/23 00:00,0
3715,28612,28612,SAT2042,2017/01/24 00:00,1899/12/31 00:00:00,07:52:52,-25.039633,31.447933,29.5,0,0,0,0,396,5,2,112,650,SAT 2042.xlsx,Y,SAT2042,2017/01/24 00:00,1
3716,28613,28613,SAT2042,2017/01/24 00:00,1899/12/31 00:00:00,12:52:50,-25.039867,31.449117,34.5,0,0,0,0,375,2,1,122,651,SAT 2042.xlsx,Y,SAT2042,2017/01/24 00:00,0
3717,28614,28614,SAT2042,2017/01/24 00:00,1899/12/31 00:00:00,22:53:02,-25.03005,31.444417,29,0,0,0,0,365,0,1,1191,652,SAT 2042.xlsx,Y,SAT2042,2017/01/24 00:00,0
3718,28615,28615,SAT2042,2017/01/25 00:00,1899/12/31 00:00:00,03:53:02,-25.029933,31.44225,29.5,0,0,0,0,361,5,4,219,653,SAT 2042.xlsx,Y,SAT2042,2017/01/25 00:00,1
3719,28617,28617,SAT2042,2017/01/26 00:00,1899/12/31 00:00:00,14:52:26,-25.040083,31.452867,27.5,0,0,0,0,367,0,3,1557,655,SAT 2042.xlsx,Y,SAT2042,2017/01/26 00:00,1
3720,28618,28618,SAT2042,2017/01/27 00:00,1899/12/31 00:00:00,20:52:56,-25.0312,31.4459,27,0,0,0,0,361,0,1,1213,656,SAT 2042.xlsx,Y,SAT2042,2017/01/27 00:00,0
3721,28619,28619,SAT2042,2017/01/28 00:00,1899/12/31 00:00:00,01:52:56,-25.038217,31.447533,30,0,0,0,0,357,0,3,798,657,SAT 2042.xlsx,Y,SAT2042,2017/01/28 00:00,1
3722,28622,28622,SAT2042,2017/01/28 00:00,1899/12/31 00:00:00,21:52:56,-25.041883,31.4549,29,0,0,0,0,355,3,2,848,660,SAT 2042.xlsx,Y,SAT2042,2017/01/28 00:00,0
3723,28625,28625,SAT2042,2017/01/29 00:00,1899/12/31 00:00:00,07:52:56,-25.041883,31.448667,26.5,0,0,0,0,356,0,11,629,663,SAT 2042.xlsx,Y,SAT2042,2017/01/29 00:00,0
3724,28627,28627,SAT2042,2017/01/31 00:00,1899/12/31 00:00:00,14:52:31,-25.045683,31.449883,33,0,0,0,0,360,0,1,440,665,SAT 2042.xlsx,Y,SAT2042,2017/01/31 00:00,0
3725,28632,28632,SAT2042,2017/02/04 00:00,1899/12/31 00:00:00,08:52:56,-25.114583,31.450133,28.5,0,0,0,0,405,0,1,7670,670,SAT 2042.xlsx,Y,SAT2042,2017/02/04 00:00,1
3726,28634,28634,SAT2042,2017/02/05 00:00,1899/12/31 00:00:00,19:52:58,-25.116133,31.458217,29.5,0,0,0,0,380,0,1,836,672,SAT 2042.xlsx,Y,SAT2042,2017/02/05 00:00,1
3727,28637,28637,SAT2042,2017/02/06 00:00,1899/12/31 00:00:00,10:52:33,-25.116117,31.45055,32,0,0,0,0,403,5,2,773,675,SAT 2042.xlsx,Y,SAT2042,2017/02/06 00:00,1
3728,28638,28638,SAT2042,2017/02/06 00:00,1899/12/31 00:00:00,15:53:04,-25.1165,31.460283,34,0,0,0,0,371,1,5,982,676,SAT 2042.xlsx,Y,SAT2042,2017/02/06 00:00,1
3729,28639,28639,SAT2042,2017/02/07 00:00,1899/12/31 00:00:00,01:53:00,-25.114483,31.45,29.5,0,0,0,0,419,5,7,1061,677,SAT 2042.xlsx,Y,SAT2042,2017/02/07 00:00,0
3730,28644,28644,SAT2042,2017/02/08 00:00,1899/12/31 00:00:00,07:52:33,-25.109483,31.447617,28,0,0,0,0,394,0,4,606,682,SAT 2042.xlsx,Y,SAT2042,2017/02/08 00:00,1
3731,28645,28645,SAT2042,2017/02/08 00:00,1899/12/31 00:00:00,17:52:33,-25.136883,31.469833,29.5,0,0,0,0,391,2,1,3784,683,SAT 2042.xlsx,Y,SAT2042,2017/02/08 00:00,0
3732,28647,28647,SAT2042,2017/02/09 00:00,1899/12/31 00:00:00,03:52:58,-25.102317,31.481733,28.5,0,0,0,0,392,4,1,4031,685,SAT 2042.xlsx,Y,SAT2042,2017/02/09 00:00,1
3733,28648,28648,SAT2042,2017/02/09 00:00,1899/12/31 00:00:00,13:52:58,-25.131367,31.471533,33.5,0,0,0,0,415,0,5,3393,686,SAT 2042.xlsx,Y,SAT2042,2017/02/09 00:00,0
3734,28653,28653,SAT2042,2017/02/10 00:00,1899/12/31 00:00:00,04:52:33,-25.136683,31.4607,29.5,0,0,0,0,385,0,3,1242,691,SAT 2042.xlsx,Y,SAT2042,2017/02/10 00:00,1
3735,28657,28657,SAT2042,2017/02/11 00:00,1899/12/31 00:00:00,20:52:33,-25.103183,31.443417,28,0,0,0,0,418,3,1,4116,695,SAT 2042.xlsx,Y,SAT2042,2017/02/11 00:00,1
3736,28660,28660,SAT2042,2017/02/12 00:00,1899/12/31 00:00:00,01:52:57,-25.104,31.44165,26,0,0,0,0,409,5,4,200,698,SAT 2042.xlsx,Y,SAT2042,2017/02/12 00:00,0
3737,28662,28662,SAT2042,2017/02/13 00:00,1899/12/31 00:00:00,02:52:52,-25.10305,31.4437,28,0,0,0,0,413,0,6,232,700,SAT 2042.xlsx,Y,SAT2042,2017/02/13 00:00,0
3738,28663,28663,SAT2042,2017/02/13 00:00,1899/12/31 00:00:00,07:52:52,-25.110667,31.45045,29,0,0,0,0,397,1,2,1087,701,SAT 2042.xlsx,Y,SAT2042,2017/02/13 00:00,0
3739,28665,28665,SAT2042,2017/02/13 00:00,1899/12/31 00:00:00,17:52:33,-25.107217,31.45445,36,0,0,0,0,396,5,3,557,703,SAT 2042.xlsx,Y,SAT2042,2017/02/13 00:00,1
3740,28666,28666,SAT2042,2017/02/14 00:00,1899/12/31 00:00:00,03:52:33,-25.099867,31.4355,27.5,0,0,0,0,428,5,3,2078,704,SAT 2042.xlsx,Y,SAT2042,2017/02/14 00:00,1
3741,28667,28667,SAT2042,2017/02/14 00:00,1899/12/31 00:00:00,08:52:52,-25.089817,31.441833,32,0,0,0,0,404,5,4,1288,705,SAT 2042.xlsx,Y,SAT2042,2017/02/14 00:00,0
3742,28668,28668,SAT2042,2017/02/14 00:00,1899/12/31 00:00:00,23:52:52,-25.0582,31.454067,30,0,0,0,0,367,1,2,3729,706,SAT 2042.xlsx,Y,SAT2042,2017/02/14 00:00,1
3743,28670,28670,SAT2042,2017/02/15 00:00,1899/12/31 00:00:00,14:52:52,-25.055133,31.455783,31,0,0,0,0,375,0,2,383,708,SAT 2042.xlsx,Y,SAT2042,2017/02/15 00:00,1
3744,28672,28672,SAT2042,2017/02/17 00:00,1899/12/31 00:00:00,01:52:33,-25.0611,31.47635,26,0,0,0,0,351,0,5,2178,710,SAT 2042.xlsx,Y,SAT2042,2017/02/17 00:00,1
3745,28673,28673,SAT2042,2017/02/17 00:00,1899/12/31 00:00:00,06:53:04,-25.061233,31.476433,27,0,0,0,0,366,1,4,17,711,SAT 2042.xlsx,Y,SAT2042,2017/02/17 00:00,0
3746,28674,28674,SAT2042,2017/02/17 00:00,1899/12/31 00:00:00,11:52:58,-25.067267,31.4792,29,0,0,0,0,385,0,1,727,712,SAT 2042.xlsx,Y,SAT2042,2017/02/17 00:00,1
3747,28676,28676,SAT2042,2017/02/17 00:00,1899/12/31 00:00:00,21:52:57,-25.07655,31.4885,27.5,0,0,0,0,379,0,3,1395,714,SAT 2042.xlsx,Y,SAT2042,2017/02/17 00:00,1
3748,28681,28681,SAT2042,2017/02/18 00:00,1899/12/31 00:00:00,22:52:51,-25.065233,31.501,28,0,0,0,0,346,2,1,1782,719,SAT 2042.xlsx,Y,SAT2042,2017/02/18 00:00,1
3749,28682,28682,SAT2042,2017/02/19 00:00,1899/12/31 00:00:00,03:53:03,-25.06975,31.496667,29,0,0,0,0,355,0,3,666,720,SAT 2042.xlsx,Y,SAT2042,2017/02/19 00:00,0
3750,28689,28689,SAT2042,2017/02/21 00:00,1899/12/31 00:00:00,00:52:33,-25.071533,31.507617,26,0,0,0,0,359,0,1,1122,727,SAT 2042.xlsx,Y,SAT2042,2017/02/21 00:00,0
3751,28690,28690,SAT2042,2017/02/21 00:00,1899/12/31 00:00:00,10:52:33,-25.071133,31.504633,30.5,0,0,0,0,359,5,1,304,728,SAT 2042.xlsx,Y,SAT2042,2017/02/21 00:00,1
3752,28691,28691,SAT2042,2017/02/22 00:00,1899/12/31 00:00:00,11:52:38,-25.069767,31.5089,26,0,0,0,0,358,3,18,456,729,SAT 2042.xlsx,Y,SAT2042,2017/02/22 00:00,0
3753,28692,28692,SAT2042,2017/02/22 00:00,1899/12/31 00:00:00,21:52:52,-25.068283,31.506567,27,0,0,0,0,384,0,2,287,730,SAT 2042.xlsx,Y,SAT2042,2017/02/22 00:00,0
3754,28693,28693,SAT2042,2017/02/23 00:00,1899/12/31 00:00:00,07:52:58,-25.071167,31.508283,24.5,0,0,0,0,366,0,1,365,731,SAT 2042.xlsx,Y,SAT2042,2017/02/23 00:00,1
3755,28695,28695,SAT2042,2017/02/23 00:00,1899/12/31 00:00:00,22:52:33,-25.067667,31.50695,23,0,0,0,0,355,0,6,412,733,SAT 2042.xlsx,Y,SAT2042,2017/02/23 00:00,1
3756,28698,28698,SAT2042,2017/02/24 00:00,1899/12/31 00:00:00,03:52:57,-25.0676,31.507033,26,0,0,0,0,361,0,2,11,736,SAT 2042.xlsx,Y,SAT2042,2017/02/24 00:00,0
3757,28701,28701,SAT2042,2017/02/25 00:00,1899/12/31 00:00:00,09:52:28,-25.0676,31.5078,29,0,0,0,0,367,5,6,77,739,SAT 2042.xlsx,Y,SAT2042,2017/02/25 00:00,0
3758,28702,28702,SAT2042,2017/02/25 00:00,1899/12/31 00:00:00,14:52:33,-25.0671,31.507933,33,0,0,0,0,385,4,1,57,740,SAT 2042.xlsx,Y,SAT2042,2017/02/25 00:00,1
3759,28705,28705,SAT2042,2017/02/26 00:00,1899/12/31 00:00:00,10:52:52,-25.086183,31.480833,25.5,0,0,0,0,413,0,4,3461,743,SAT 2042.xlsx,Y,SAT2042,2017/02/26 00:00,1
3760,28706,28706,SAT2042,2017/02/26 00:00,1899/12/31 00:00:00,15:52:33,-25.08515,31.4804,28,0,0,0,0,420,5,1,123,744,SAT 2042.xlsx,Y,SAT2042,2017/02/26 00:00,1
3761,28707,28707,SAT2042,2017/02/26 00:00,1899/12/31 00:00:00,20:52:33,-25.082583,31.482567,26,0,0,0,0,410,2,1,360,745,SAT 2042.xlsx,Y,SAT2042,2017/02/26 00:00,1
3762,28708,28708,SAT2042,2017/02/27 00:00,1899/12/31 00:00:00,01:52:58,-25.084917,31.482,26,0,0,0,0,406,1,2,266,746,SAT 2042.xlsx,Y,SAT2042,2017/02/27 00:00,0
3763,28709,28709,SAT2042,2017/02/27 00:00,1899/12/31 00:00:00,16:52:58,-25.088033,31.4869,28,0,0,0,0,398,5,1,604,747,SAT 2042.xlsx,Y,SAT2042,2017/02/27 00:00,1
3764,28710,28710,SAT2042,2017/02/27 00:00,1899/12/31 00:00:00,21:52:33,-25.084983,31.482,25.5,0,0,0,0,399,5,1,599,748,SAT 2042.xlsx,Y,SAT2042,2017/02/27 00:00,0
3765,28711,28711,SAT2042,2017/02/28 00:00,1899/12/31 00:00:00,02:52:59,-25.08495,31.4822,24.5,0,0,0,0,383,0,12,21,749,SAT 2042.xlsx,Y,SAT2042,2017/02/28 00:00,1
3766,28712,28712,SAT2042,2017/02/28 00:00,1899/12/31 00:00:00,07:52:56,-25.0844,31.4842,26.5,0,0,0,0,394,5,2,211,750,SAT 2042.xlsx,Y,SAT2042,2017/02/28 00:00,0
3767,28713,28713,SAT2042,2017/02/28 00:00,1899/12/31 00:00:00,12:52:31,-25.08165,31.483383,33,0,0,0,0,404,0,1,317,751,SAT 2042.xlsx,Y,SAT2042,2017/02/28 00:00,0
3768,28715,28715,SAT2042,2017/03/02 00:00,1899/12/31 00:00:00,09:52:31,-25.078167,31.5021,30,0,0,0,0,355,0,3,1927,753,SAT 2042.xlsx,Y,SAT2042,2017/03/02 00:00,0
3769,28717,28717,SAT2042,2017/03/02 00:00,1899/12/31 00:00:00,14:52:56,-25.079067,31.50145,35,0,0,0,0,375,3,3,120,755,SAT 2042.xlsx,Y,SAT2042,2017/03/02 00:00,0
3770,28718,28718,SAT2042,2017/03/03 00:00,1899/12/31 00:00:00,05:52:32,-25.0782,31.486417,28,0,0,0,0,371,1,7,1519,756,SAT 2042.xlsx,Y,SAT2042,2017/03/03 00:00,0
3771,28719,28719,SAT2042,2017/03/03 00:00,1899/12/31 00:00:00,10:53:03,-25.077917,31.484983,32,0,0,0,0,402,0,1,148,757,SAT 2042.xlsx,Y,SAT2042,2017/03/03 00:00,1
3772,28720,28720,SAT2042,2017/03/03 00:00,1899/12/31 00:00:00,20:53:01,-25.043667,31.458033,27.5,0,0,0,0,362,0,3,4682,758,SAT 2042.xlsx,Y,SAT2042,2017/03/03 00:00,1
3773,28722,28722,SAT2042,2017/03/04 00:00,1899/12/31 00:00:00,11:52:50,-25.045083,31.447033,32.5,0,0,0,0,342,3,2,1121,760,SAT 2042.xlsx,Y,SAT2042,2017/03/04 00:00,0
3774,28723,28723,SAT2042,2017/03/04 00:00,1899/12/31 00:00:00,21:53:02,-25.03155,31.445217,26.5,0,0,0,0,363,0,1,1518,761,SAT 2042.xlsx,Y,SAT2042,2017/03/04 00:00,1
3775,28724,28724,SAT2042,2017/03/05 00:00,1899/12/31 00:00:00,07:53:02,-25.029917,31.442867,27.5,0,0,0,0,364,0,1,299,762,SAT 2042.xlsx,Y,SAT2042,2017/03/05 00:00,0
3776,28725,28725,SAT2042,2017/03/05 00:00,1899/12/31 00:00:00,12:52:56,-25.0292,31.441783,32.5,0,0,0,0,356,5,7,135,763,SAT 2042.xlsx,Y,SAT2042,2017/03/05 00:00,1
3777,28727,28727,SAT2042,2017/03/05 00:00,1899/12/31 00:00:00,17:52:31,-25.0202,31.439,27,0,0,0,0,337,0,3,1040,765,SAT 2042.xlsx,Y,SAT2042,2017/03/05 00:00,0
3778,28728,28728,SAT2042,2017/03/06 00:00,1899/12/31 00:00:00,03:52:50,-25.0277,31.438933,28.5,0,0,0,0,347,0,4,835,766,SAT 2042.xlsx,Y,SAT2042,2017/03/06 00:00,1
3779,28731,28731,SAT2042,2017/03/06 00:00,1899/12/31 00:00:00,13:52:31,-25.029283,31.44185,31.5,0,0,0,0,335,2,1,343,769,SAT 2042.xlsx,Y,SAT2042,2017/03/06 00:00,0
3780,28732,28732,SAT2042,2017/03/06 00:00,1899/12/31 00:00:00,23:52:49,-25.036333,31.4695,28,0,0,0,0,335,0,1,2897,770,SAT 2042.xlsx,Y,SAT2042,2017/03/06 00:00,1
3781,28733,28733,SAT2042,2017/03/07 00:00,1899/12/31 00:00:00,04:52:49,-25.036733,31.469467,27,0,0,0,0,343,5,2,45,771,SAT 2042.xlsx,Y,SAT2042,2017/03/07 00:00,0
3782,28734,28734,SAT2042,2017/03/07 00:00,1899/12/31 00:00:00,09:52:31,-25.037583,31.4703,28.5,0,0,0,0,347,0,1,127,772,SAT 2042.xlsx,Y,SAT2042,2017/03/07 00:00,0
3783,28736,28736,SAT2042,2017/03/08 00:00,1899/12/31 00:00:00,15:52:32,-25.036117,31.476933,33,0,0,0,0,332,2,3,689,774,SAT 2042.xlsx,Y,SAT2042,2017/03/08 00:00,1
3784,28737,28737,SAT2042,2017/03/08 00:00,1899/12/31 00:00:00,20:52:55,-25.0376,31.472383,27,0,0,0,0,336,0,3,488,775,SAT 2042.xlsx,Y,SAT2042,2017/03/08 00:00,0
3785,28740,28740,SAT2042,2017/03/10 00:00,1899/12/31 00:00:00,12:52:31,-25.0382,31.470533,30,0,0,0,0,360,0,1,198,778,SAT 2042.xlsx,Y,SAT2042,2017/03/10 00:00,0
3786,28741,28741,SAT2042,2017/03/10 00:00,1899/12/31 00:00:00,17:53:02,-25.046717,31.4713,26.5,0,0,0,0,347,5,2,951,779,SAT 2042.xlsx,Y,SAT2042,2017/03/10 00:00,1
3787,28742,28742,SAT2042,2017/03/10 00:00,1899/12/31 00:00:00,22:52:56,-25.045083,31.469783,23.5,0,0,0,0,348,0,2,238,780,SAT 2042.xlsx,Y,SAT2042,2017/03/10 00:00,0
3788,28746,28746,SAT2042,2017/03/14 00:00,1899/12/31 00:00:00,16:52:50,-25.046817,31.472633,33.5,0,0,0,0,400,5,3,346,784,SAT 2042.xlsx,Y,SAT2042,2017/03/14 00:00,1
3789,28747,28747,SAT2042,2017/03/15 00:00,1899/12/31 00:00:00,12:52:32,-25.0469,31.471967,35,0,0,0,0,342,2,2,68,785,SAT 2042.xlsx,Y,SAT2042,2017/03/15 00:00,0
3790,28748,28748,SAT2042,2017/03/15 00:00,1899/12/31 00:00:00,22:52:31,-25.034017,31.468833,28,0,0,0,0,346,3,2,1469,786,SAT 2042.xlsx,Y,SAT2042,2017/03/15 00:00,0
3791,28749,28749,SAT2042,2017/03/17 00:00,1899/12/31 00:00:00,04:52:32,-25.0225,31.455033,26,0,0,0,0,354,0,6,1892,787,SAT 2042.xlsx,Y,SAT2042,2017/03/17 00:00,0
3792,28750,28750,SAT2042,2017/03/17 00:00,1899/12/31 00:00:00,09:52:55,-25.040667,31.448433,28.5,0,0,0,0,366,2,2,2129,788,SAT 2042.xlsx,Y,SAT2042,2017/03/17 00:00,1
3793,28751,28751,SAT2042,2017/03/17 00:00,1899/12/31 00:00:00,14:52:50,-25.044917,31.446083,28,0,0,0,0,350,5,1,529,789,SAT 2042.xlsx,Y,SAT2042,2017/03/17 00:00,1
3794,28752,28752,SAT2042,2017/03/17 00:00,1899/12/31 00:00:00,19:53:03,-25.035467,31.444883,27.5,0,0,0,0,361,3,5,1059,790,SAT 2042.xlsx,Y,SAT2042,2017/03/17 00:00,0
3795,28753,28753,SAT2042,2017/03/19 00:00,1899/12/31 00:00:00,06:52:31,-25.017933,31.4471,24.5,0,0,0,0,336,0,2,1965,791,SAT 2042.xlsx,Y,SAT2042,2017/03/19 00:00,0
3796,28754,28754,SAT2042,2017/03/19 00:00,1899/12/31 00:00:00,16:52:50,-25.0355,31.445067,26.5,0,0,0,0,366,4,2,1966,792,SAT 2042.xlsx,Y,SAT2042,2017/03/19 00:00,0
3797,28755,28755,SAT2042,2017/03/20 00:00,1899/12/31 00:00:00,07:52:32,-25.040533,31.449883,24,0,0,0,0,353,4,2,742,793,SAT 2042.xlsx,Y,SAT2042,2017/03/20 00:00,1
3798,28756,28756,SAT2042,2017/03/20 00:00,1899/12/31 00:00:00,12:52:31,-25.044617,31.4486,29.5,0,0,0,0,345,2,5,473,794,SAT 2042.xlsx,Y,SAT2042,2017/03/20 00:00,1
3799,28757,28757,SAT2042,2017/03/23 00:00,1899/12/31 00:00:00,20:52:57,-25.029517,31.468,28,0,0,0,0,349,0,6,2580,795,SAT 2042.xlsx,Y,SAT2042,2017/03/23 00:00,1
3800,28758,28758,SAT2042,2017/03/24 00:00,1899/12/31 00:00:00,01:52:56,-25.02835,31.466333,25.5,0,0,0,0,360,0,5,212,796,SAT 2042.xlsx,Y,SAT2042,2017/03/24 00:00,1
3801,28759,28759,SAT2042,2017/03/24 00:00,1899/12/31 00:00:00,06:53:01,-25.028433,31.466483,24.5,0,0,0,0,360,2,2,18,797,SAT 2042.xlsx,Y,SAT2042,2017/03/24 00:00,0
3802,28760,28760,SAT2042,2017/03/24 00:00,1899/12/31 00:00:00,16:52:55,-25.029,31.472167,31.5,0,0,0,0,351,3,3,577,798,SAT 2042.xlsx,Y,SAT2042,2017/03/24 00:00,0
3803,28761,28761,SAT2042,2017/03/25 00:00,1899/12/31 00:00:00,02:53:02,-25.0186,31.46615,26,0,0,0,0,345,4,2,1307,799,SAT 2042.xlsx,Y,SAT2042,2017/03/25 00:00,0
3804,28763,28763,SAT2042,2017/03/25 00:00,1899/12/31 00:00:00,12:53:02,-25.018033,31.465633,29.5,0,0,0,0,331,2,1,82,801,SAT 2042.xlsx,Y,SAT2042,2017/03/25 00:00,1
3805,28764,28764,SAT2042,2017/03/25 00:00,1899/12/31 00:00:00,17:52:31,-25.01555,31.4636,25.5,0,0,0,0,336,5,4,344,802,SAT 2042.xlsx,Y,SAT2042,2017/03/25 00:00,1
3806,28765,28765,SAT2042,2017/03/25 00:00,1899/12/31 00:00:00,22:52:57,-25.014967,31.4632,26,0,0,0,0,346,2,2,76,803,SAT 2042.xlsx,Y,SAT2042,2017/03/25 00:00,0
3807,28768,28768,SAT2042,2017/03/26 00:00,1899/12/31 00:00:00,08:52:31,-25.0139,31.465083,27,0,0,0,0,330,0,1,224,806,SAT 2042.xlsx,Y,SAT2042,2017/03/26 00:00,1
3808,28769,28769,SAT2042,2017/03/27 00:00,1899/12/31 00:00:00,04:52:50,-25.0155,31.4623,22,0,0,0,0,338,1,2,333,807,SAT 2042.xlsx,Y,SAT2042,2017/03/27 00:00,1
3809,28772,28772,SAT2042,2017/03/27 00:00,1899/12/31 00:00:00,14:52:31,-25.017883,31.465467,34.5,0,0,0,0,339,0,1,415,810,SAT 2042.xlsx,Y,SAT2042,2017/03/27 00:00,0
3810,28773,28773,SAT2042,2017/03/27 00:00,1899/12/31 00:00:00,19:52:56,-25.020283,31.457133,24,0,0,0,0,355,1,1,882,811,SAT 2042.xlsx,Y,SAT2042,2017/03/27 00:00,1
3811,28775,28775,SAT2042,2017/03/29 00:00,1899/12/31 00:00:00,01:52:32,-25.037983,31.44775,28,0,0,0,0,344,0,6,2186,813,SAT 2042.xlsx,Y,SAT2042,2017/03/29 00:00,1
3812,28776,28776,SAT2042,2017/03/29 00:00,1899/12/31 00:00:00,06:52:51,-25.037483,31.447467,28,0,0,0,0,353,3,4,63,814,SAT 2042.xlsx,Y,SAT2042,2017/03/29 00:00,1
